-0.0005120866	0.04852865	0.02553108	-0.10229588	-0.22123998	0.024774577	0.01989284	0.1689562	-0.068080515	-0.019657861	-0.18411773	0.1879878	-0.25225022	-0.15856719	0.07393491	0.07447763
-0.055802543	-0.062189016	-0.066335216	-0.1641353	-0.2488506	-0.05913365	0.11853973	0.113929145	-0.15295617	0.0153090665	-0.17744055	0.2448184	-0.20631924	-0.14203973	0.15406105	0.014984093
-0.18272422	-0.2067294	-0.17667875	-0.20064756	0.017931556	-0.19642442	0.22029027	-0.1661934	-0.27891296	0.1678165	-0.32593086	0.029556992	-0.09692943	0.07215668	0.21134683	-0.14973138
-0.07823293	-0.07154752	-0.05500862	-0.0944757	-0.2471709	-0.086694464	0.13604745	0.09797105	-0.19786279	0.012281379	-0.23021005	0.2581948	-0.2091742	-0.10550161	0.12910686	-0.022763671
-0.1506672	-0.06855411	-0.0856105	-0.14889793	-0.18872286	-0.09131435	0.2097433	0.043271612	-0.23911951	0.040162526	-0.27465808	0.14110991	-0.23760283	-0.016545838	0.19950356	-0.095529
0.024790669	0.04770036	0.012446297	-0.047498904	-0.20529342	0.0069092303	-0.039772257	0.14947431	-0.049297657	-0.061006077	-0.032348547	0.20869936	-0.19552208	-0.14654127	0.039815865	0.06725172
-0.09142036	-0.11970502	-0.12750429	-0.20878552	-0.06447959	-0.16961698	0.17018826	-0.011787944	-0.20034942	0.06188289	-0.25045422	0.1255149	-0.13996918	0.0119775515	0.13627726	-0.06923906
-0.06444189	-0.09924938	-0.10916806	-0.19857542	-0.0605463	-0.13791905	0.18022957	-0.0604026	-0.21655303	0.08012424	-0.15615167	0.06302632	-0.12636532	0.016988194	0.123239756	-0.04878956
-0.20868358	-0.12848355	-0.21891883	-0.20581198	-0.003046617	-0.23005319	0.22016118	-0.15523894	-0.24167638	0.12768525	-0.22515257	0.008980251	0.035823584	0.11700678	0.2142971	-0.12856318
-0.113442734	-0.038022473	-0.14972405	-0.078590795	-0.048432134	-0.09472171	0.06231403	-0.07025356	-0.1281505	0.08584397	-0.15772069	0.07024266	-0.06911585	-0.034329955	0.121811226	-0.099819385
0.08469101	0.112846866	0.09657116	0.07223798	-0.25810927	0.10908884	-0.050626505	0.16303372	0.0063884044	-0.10621499	0.07347437	0.26145235	-0.21461543	-0.19372438	-0.06610183	0.13228218
-0.069731414	0.023242496	-0.11999096	-0.08393907	-0.1738062	-0.008821647	0.024571046	0.037602454	-0.09324767	0.016337011	-0.05329059	0.08175506	-0.0920482	-0.058587693	0.07681438	0.015236655
0.112499736	0.0875098	0.016778136	0.085348025	-0.21384098	0.055417873	-0.10482013	0.17828171	0.047254656	-0.117235005	-0.004536802	0.25085703	-0.15357836	-0.12040705	0.0005078156	0.14913161
-0.09522479	-0.13035455	-0.116828226	-0.118753694	0.0054722326	-0.15024135	0.2145359	-0.014437821	-0.21087472	0.12919378	-0.22563262	0.018690256	-0.07738384	0.0125877345	0.1588821	-0.10953809
-0.03376327	-0.0030195331	0.0024603729	-0.07892058	-0.16790691	-0.03759931	0.05299787	0.082521215	-0.10686774	-0.04764726	-0.14346138	0.2191853	-0.20389509	-0.10872161	0.066350155	0.027598657
-0.061284848	-0.087317556	-0.09856495	-0.07975463	-0.14430432	-0.04180236	0.088424824	-0.015504069	-0.16401298	0.03132036	-0.1486451	0.09058312	-0.15475282	-0.077525765	0.1363874	-0.050007395
0.103720814	0.096047275	0.019478524	0.010197417	-0.15393175	0.062155597	-0.02982621	0.06920468	-0.019808484	-0.10372768	0.07599067	0.1440762	-0.1317895	-0.16030446	-0.04974371	0.06183993
0.02437367	0.008268228	-0.06585311	-0.041678596	-0.116657004	0.042226143	0.003760513	0.13444895	-0.016731348	-0.10028725	-0.06954039	0.14302939	-0.15728682	-0.09979722	0.02878281	0.03858738
-0.08344947	-0.045573894	0.008611757	-0.088536076	-0.1484865	-0.04297515	0.13615254	0.015811332	-0.16872707	0.053285867	-0.14911568	0.1346325	-0.1471137	-0.052279264	0.12086266	0.040151875
0.018174283	-0.034925275	-0.029846432	-0.12380886	-0.22774553	-0.033467542	0.054595053	0.087915555	-0.12279308	0.022691192	-0.17901747	0.16955458	-0.20062765	-0.10680754	0.120083705	0.026855195
0.18417141	0.092089914	0.15803531	0.108714595	-0.21627185	0.10348818	-0.09048736	0.13747583	0.11143674	-0.12087889	0.11794847	0.24496569	-0.17157741	-0.15721545	-0.082928576	0.12407358
-0.30942443	-0.2234235	-0.308321	-0.30607748	0.14744437	-0.26238993	0.24631396	-0.21464957	-0.28017968	0.27653393	-0.25252035	-0.18486682	0.19704953	0.21073766	0.31077787	-0.2881447
